ExerciseName,Link
Split Stance RDL,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Split stance RDL.mp4
Squat Holds DL,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Squat Holds DL.mp4
Squat Holds SL,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Squat Holds SL.mp4
Standing hip adduction with elastic,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip adduction with elastic.mp4
Standing adduction multiip machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing adduction multiip machine.mp4
Standing banded SLR,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing banded SLR.mp4
Standing bicycles,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing bicycles.mp4
Standing hip abduction elastic unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip abduction elastic unstable surface.mp4
Standing hip circles,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip circles.mp4
Standing hip extension elastic unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip extension elastic unstable surface.mp4
Standing hip extension multihip machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip extension multihip machine.mp4
Standing hip extension,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip extension.mp4
Standing hip exteranl rotation elastic in quarter squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip exteranl rotation elastic in quarter squat.mp4
STanding hip flexion multihip Machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/STanding hip flexion multihip Machine.mp4
Standing hip flextion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip flextion.mp4
Standing leg swing over hurdles,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing leg swing over hurdles.mp4
Standing resisted hip extension and abduction elastic at feet,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing resisted hip extension and abduction elastic at feet.mp4
Standing toe lifts with band under 1st MTP,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing toe lifts with band under 1st MTP.mp4
Static quadriceps contractions in supine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Static quadriceps contractions in supine.mp4
Static quadriceps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Static quadriceps.mp4
Stationary Bicycle,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Stationary Bicycle.mp4
Stationary Bike,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Stationary Bike.mp4
Step and hold,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Step and hold.mp4
Step lateral Rebound,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Step lateral Rebound.mp4
Stepper,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Stepper.mp4
Step up,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Step up.mp4
Stick assisted ER arm By side in chair,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Stick assisted ER arm By side in chair.mp4
Stick assisted ER arm by side,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Stick assisted ER arm by side.mp4
Stick assisted shoulder F in Chair,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Stick assisted shoulder F in Chair.mp4
Stick assisted shoulder F in supine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Stick assisted shoulder F in supine.mp4
Stick assisted flexion in standing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Stick assisted flexion in standing.mp4
Standing hip flexion elastic unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Standing hip flexion elastic unstable surface.mp4
Straight arm Sit ups,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Straight arm Sit ups.mp4
Straight Leg Sit Ups with ball overhead,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Straight Leg Sit Ups with ball overhead.mp4
Straight leg raise in sitting with weight,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Straight leg raise in sitting with weight.mp4
Straight leg raised active unresisted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Straight leg raised active unresisted.mp4
Supine Swiss ball V pass,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine  Swiss ball V pass.mp4
Supine band extender,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine band extender.mp4
Supine hip flexion extension with resistance band,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine hip flexion extension with resistance band.mp4
Supine isometric heel digs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine isometric heel digs.mp4
Supine serratus punch at 90 flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine serratus punch at 90 flexion.mp4
Supine pelvic rotation leftright,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine pelvic rotation leftright.mp4
Supine shoulder rotation at 90 flexion long lever,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine shoulder rotation at 90 flexion long lever.mp4
Supine straight leg raise,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supine straight leg raise.mp4
Supported standing TB Extension 0-10 deg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supported standing TB Extension 0-10 deg.mp4
Supported unloading knee weight bearing cycle,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supported unloading knee weight bearing cycle.mp4
Supported unloading knee weight-bearing cycle,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Supported unloading knee weight-bearing cycle.mp4
Swimming Superman,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swimming Superman.mp4
Swiss Ball Back Extension Combo,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss Ball Back Extension Combo.mp4
Swiss Ball Crunches,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss Ball Crunches.mp4
Swiss ball HS curl,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss ball HS curl.mp4
Swiss ball mountain climber,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss ball mountain climber.mp4
Swiss ball plank up&down,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss ball plank up&down.mp4
Swiss ball plank,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss ball plank.mp4
Swiss ball shoulder walk out forward,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Swiss ball shoulder walk out forward.mp4
Switch to step with overhead pole,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Switch to step with overhead pole.mp4
Tandem walk backwards on soft mat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Tandem walk backwards on soft mat.mp4
TANDEM WALK BACKWARDS,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/TANDEM WALK BACKWARDS.mp4
Tandem walk forward on soft mat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Tandem walk forward on soft mat.mp4
Tandem walk forward,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Tandem walk forward.mp4
Elastic Terminal Knee Extension in standing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Elastic Terminal Knee Extension in standing.mp4
Tempo squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Tempo squat.mp4
Thomas test stretch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Thomas test stretch.mp4
